"year","Measures","Contra.Costa.County..California","Marin.County..California","San.Mateo.County..California","Ventura.County..California","Santa.Clara.County..California","Douglas.County..Colorado","District.of.Columbia","DuPage.County..Illinois","Lake.County..Illinois","Hamilton.County..Indiana","Johnson.County..Kansas","Oakland.County..Michigan","Dakota.County..Minnesota","Washington.County..Minnesota","Bergen.County..New.Jersey","Middlesex.County..New.Jersey","Monmouth.County..New.Jersey","Morris.County..New.Jersey","Somerset.County..New.Jersey","Nassau.County..New.York","Rockland.County..New.York","Suffolk.County..New.York","Westchester.County..New.York","Bucks.County..Pennsylvania","Chester.County..Pennsylvania","Montgomery.County..Pennsylvania","Collin.County..Texas","Fort.Bend.County..Texas","Arlington.County..Virginia","Fairfax.County..Virginia","Loudoun.County..Virginia","Prince.William.County..Virginia","Waukesha.County..Wisconsin","Anne.Arundel.County..Maryland","Baltimore.County..Maryland","Frederick.County..Maryland","Howard.County..Maryland","Montgomery.County..Maryland","Prince.George.s.County..Maryland"
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged..",58455,17749,41297,40362,92217,12306,25210,68465,46963,15764,37790,100367,26618,17293,71474,56166,51519,37903,24926,122059,20516,117986,69625,55323,37912,65199,46970,41358,9080,51554,10097,13483,34275,33291,61773,13665,15454,55659,31026
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged..Less.than..20.000..",7195,1663,3919,5428,9034,1101,3237,7019,4502,1362,3462,13899,2828,1852,7301,5815,5217,2920,2098,10937,1859,12941,6848,6581,4113,7404,3815,4374,534,3202,559,938,3263,3672,8365,1765,820,4213,3225
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged..Less.than..20.000..Less.than.20.percent.",984,158,372,796,1264,159,361,201,215,183,212,999,303,135,185,151,248,102,54,427,4,297,666,219,229,350,319,457,30,260,27,108,160,169,651,144,19,171,118
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged..Less.than..20.000..20.to.29.percent.",1235,245,678,887,1433,144,455,435,351,436,499,2031,377,436,150,197,135,63,23,367,111,434,285,466,270,601,392,728,23,251,39,85,298,552,1300,254,115,142,338
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged..Less.than..20.000..30.percent.or.more.",4976,1260,2869,3745,6337,798,2421,6383,3936,743,2751,10869,2148,1281,6966,5467,4834,2755,2021,10143,1744,12210,5897,5896,3614,6453,3104,3189,481,2691,493,745,2805,2951,6414,1367,686,3900,2769
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...20.000.to..34.999..",8914,2215,5790,6242,11917,1529,2833,8980,7290,2562,5234,17123,3559,2157,9699,8124,7331,4250,2970,14787,2353,15991,8321,8830,5457,9490,5427,4903,489,4080,867,1291,5509,4650,10624,2176,1281,5022,3807
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...20.000.to..34.999..Less.than.20.percent.",3945,613,2666,3024,5704,566,1280,1414,1567,1336,1989,5744,1392,988,600,299,668,369,122,1326,161,1019,1324,1317,1127,1917,1743,1826,67,865,259,419,1195,1636,4974,908,289,1021,836
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...20.000.to..34.999..20.to.29.percent.",2290,464,1280,1777,2805,591,671,3002,1898,895,2157,6290,1299,806,938,1347,1159,552,457,1496,318,2148,757,2945,1681,2995,1878,1337,127,1050,181,486,2555,1685,3304,792,418,1535,1606
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...20.000.to..34.999..30.percent.or.more.",2679,1138,1844,1441,3408,372,882,4564,3825,331,1088,5089,868,363,8161,6478,5504,3329,2391,11965,1874,12824,6240,4568,2649,4578,1806,1740,295,2165,427,386,1759,1329,2346,476,574,2466,1365
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...35.000.to..49.999..",8185,2128,4788,5779,10304,1112,2953,8226,5810,1744,4748,14135,3860,2386,7887,6614,5299,3823,2269,13009,2139,13650,7273,7507,4616,8740,5201,4267,791,4239,943,1832,5089,4290,8300,1468,1430,5159,3694
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...35.000.to..49.999..Less.than.20.percent.",5797,1207,3487,4235,7191,863,2203,3515,2810,1412,3858,9734,3051,2020,936,1118,1195,719,375,1968,529,2615,1615,3358,2201,4538,3131,3171,246,2314,516,1314,3256,3082,6387,1130,728,2342,2497
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...35.000.to..49.999..20.to.29.percent.",1685,553,946,1251,1932,191,424,3410,2146,277,664,3701,708,332,2474,3259,2279,1378,832,3050,613,4188,1567,3212,1766,2917,1608,835,336,1360,333,378,1457,867,1574,244,565,2029,960
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...35.000.to..49.999..30.percent.or.more.",703,368,355,293,1181,58,326,1301,854,55,226,700,101,34,4477,2237,1825,1726,1062,7991,997,6847,4091,937,649,1285,462,261,209,565,94,140,376,341,339,94,137,788,237
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...50.000.to..74.999..",10180,2635,7026,6557,15029,1919,3932,12165,8113,2697,6937,17306,5105,3300,10718,9505,8004,6515,3548,18870,3296,19647,9650,9972,6430,10615,7340,6408,1533,7482,1390,2121,6359,5829,11557,2401,2236,7724,5897
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...50.000.to..74.999..Less.than.20.percent.",8835,2161,6016,5994,12402,1838,3408,9663,5558,2672,6454,15700,4943,3177,3741,5476,4262,2837,1684,5736,1214,7622,3300,8114,5008,8326,6187,5650,1236,6216,1248,2023,5821,5394,10729,2266,1909,5929,5464
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...50.000.to..74.999..20.to.29.percent.",1164,381,625,485,2176,73,364,2028,1885,25,402,1278,148,103,4816,3528,2741,2640,1308,7598,1492,8496,3222,1665,1163,1833,887,640,235,1074,116,98,432,389,665,135,319,1427,416
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...50.000.to..74.999..30.percent.or.more.",181,93,385,78,451,8,160,474,670,0,81,328,14,20,2161,501,1001,1038,556,5536,590,3529,3128,193,259,456,266,118,62,192,26,0,106,46,163,0,8,368,17
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...75.000.or.more..",23457,8869,19410,15868,44777,6568,11748,31363,20850,7247,17112,36696,11097,7504,35057,25569,25201,20087,13983,63388,10636,54535,36988,21937,17043,28331,24620,21026,5679,32334,6192,7235,13822,14491,22414,5763,9602,33090,14095
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...75.000.or.more..Less.than.20.percent.",22963,8512,18797,15589,43817,6538,11431,30625,19541,7210,16995,36111,11067,7457,31202,24453,23287,18515,12739,54149,9468,48619,30127,21393,16721,27668,24124,20441,5622,32033,6110,7196,13644,14400,22258,5744,9539,32338,14018
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...75.000.or.more..20.to.29.percent.",401,238,461,271,792,30,278,640,970,37,71,416,23,40,3117,1045,1644,1338,1095,7614,1053,5184,5403,469,304,561,413,552,28,232,52,39,150,91,147,10,63,597,76
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...75.000.or.more..30.percent.or.more.",93,119,152,8,168,0,39,98,339,0,46,169,7,7,738,71,270,234,149,1625,115,732,1458,75,18,102,83,33,29,69,30,0,28,0,9,9,0,155,1
"2014","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged..Zero.or.negative.income.",524,239,364,488,1156,77,507,712,398,152,297,1208,169,94,812,539,467,308,58,1068,233,1222,545,496,253,619,567,380,54,217,146,66,233,359,513,92,85,451,308
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Total.",368087,102727,255758,264305,596747,98725,257317,335453,239246,95835,210278,481040,151122,86315,333874,277398,232513,178638,114431,442833,97557,495289,345795,229552,181136,306661,268042,167620,91892,381768,95330,124879,151161,195999,315542,83455,102271,353177,301906
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units.",255807,65720,156149,175452,353399,81496,111879,255354,187452,76715,151234,358624,118257,72835,225252,185819,176366,136806,91186,363366,69300,403093,216753,180092,139743,227627,189724,135409,43168,274448,77022,93372,117491,148426,211526,64112,76443,244815,194047
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units..Less.than..20.000.",14497,3024,8035,10072,16808,1964,7980,12063,8663,3068,6382,24954,5094,3197,12597,10310,9447,5205,3716,18049,3247,20886,10541,10102,7189,12146,7611,8197,1434,7117,1402,2778,5165,7273,14854,2719,1803,8334,7726
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units..Less.than..20.000..Less.than.20.percent",1160,223,598,1138,1559,24,447,323,349,116,275,895,261,117,197,62,226,96,28,340,34,363,568,319,122,492,242,469,70,256,45,61,123,118,969,174,46,182,129
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units..Less.than..20.000..20.to.29.percent",1406,127,825,1053,1904,84,815,624,517,391,632,2138,508,370,184,216,253,168,125,569,94,687,245,706,354,841,561,497,86,445,35,176,321,758,1876,314,93,252,280
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units..Less.than..20.000..30.percent.or.more",11931,2674,6612,7881,13345,1856,6718,11116,7797,2561,5475,21921,4325,2710,12216,10032,8968,4941,3563,17140,3119,19836,9728,9077,6713,10813,6808,7231,1278,6416,1322,2541,4721,6397,12009,2231,1664,7900,7317
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units...20.000.to..34.999.",18679,4488,10939,14007,22100,2789,7897,19604,13994,5011,10225,35990,8667,4960,16503,14026,13334,7786,5301,24967,4716,29281,14336,14725,10170,18841,11303,10161,1534,9894,2086,4300,8860,10256,19425,4419,2937,12417,12689
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units...20.000.to..34.999..Less.than.20.percent",4771,859,3130,3893,6313,405,1644,1957,1471,1000,2253,6215,1679,1072,865,577,799,470,131,1353,209,1197,1242,1800,1368,2654,1570,1342,158,1007,128,452,1160,2232,5182,1176,359,1096,1073
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units...20.000.to..34.999..20.to.29.percent",2340,437,1433,1937,2972,439,1268,3921,1959,951,2297,7210,1433,1004,1256,2079,1468,758,476,2365,511,2985,1368,3625,2193,4470,1745,1433,306,1359,194,502,2466,2031,3802,876,497,2032,1907
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units...20.000.to..34.999..30.percent.or.more",11568,3192,6376,8177,12815,1945,4985,13726,10564,3060,5675,22565,5555,2884,14382,11370,11067,6558,4694,21249,3996,25099,11726,9300,6609,11717,7988,7386,1070,7528,1764,3346,5234,5993,10441,2367,2081,9289,9709
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units...35.000.to..49.999.",21027,4664,10858,15556,24630,5292,9999,24110,16861,6616,14035,38586,12356,6961,16595,15817,13450,9376,5968,27420,4856,32783,16001,17330,10650,20581,14026,12789,2043,15320,3767,6269,11223,11653,21978,5394,4454,16285,18401
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units...35.000.to..49.999..Less.than.20.percent",6071,1376,4130,4916,8137,997,2743,4584,3007,1766,4156,10853,3535,2077,1475,2121,1597,1047,419,2364,478,3392,2792,4627,2829,5673,2797,2307,457,2604,598,897,3767,3563,7413,1535,1030,2860,3082
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units...35.000.to..49.999..20.to.29.percent",2422,571,1044,1790,2464,447,1597,4631,3235,1447,2739,8484,2118,971,3703,4358,3118,2350,1394,5107,967,6137,2957,4006,2237,4177,2126,2143,321,2630,487,723,2334,2027,3821,924,888,2995,2171
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units...35.000.to..49.999..30.percent.or.more",12534,2717,5684,8850,14029,3848,5659,14895,10619,3403,7140,19249,6703,3913,11417,9338,8735,5979,4155,19949,3411,23254,10252,8697,5584,10731,9103,8339,1265,10086,2682,4649,5122,6063,10744,2935,2536,10430,13148
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units...50.000.to..74.999.",38879,8283,20962,27221,45134,11410,16344,44932,31298,13204,26545,64372,23491,14289,31055,29532,25224,17314,12327,49280,9933,64820,27593,32603,20535,36422,28920,22944,5038,32086,8035,13254,21418,24505,42291,10306,9348,31427,36421
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units...50.000.to..74.999..Less.than.20.percent",11111,2722,7123,7541,13872,2168,4931,11477,6857,4250,8483,21128,6723,4146,6306,7112,5088,3843,2363,9256,1946,11338,6661,10322,6107,10996,6442,5653,1313,8323,1103,2361,7347,6806,15191,3223,2527,8150,6315
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units...50.000.to..74.999..20.to.29.percent",5802,1086,2472,3832,5348,2545,3768,10482,7702,5575,9610,19835,7016,3961,7103,6599,5609,3840,2581,10830,2355,13288,5536,8255,4784,9155,9199,7761,1084,5473,1286,2185,6056,5285,11528,2264,2090,5908,7251
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units...50.000.to..74.999..30.percent.or.more",21966,4475,11367,15848,25914,6697,7645,22973,16739,3379,8452,23409,9752,6182,17646,15821,14527,9631,7383,29194,5632,40194,15396,14026,9644,16271,13279,9530,2641,18290,5646,8708,8015,12414,15572,4819,4731,17369,22855
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units...75.000.or.more.",161507,44779,104612,107745,242829,59811,68853,153488,116069,48501,93596,193142,68286,43186,147570,115346,114107,96628,63687,242410,46243,253263,147528,104799,90815,138832,127066,80605,33035,208856,61334,66541,70475,94258,111999,41052,57704,175623,117668
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units...75.000.or.more..Less.than.20.percent",60419,19073,42470,41492,98367,29115,39035,80382,55177,31585,60923,112521,37699,23235,66502,54319,50263,44011,28873,107037,20531,102984,72294,54597,48869,79399,73097,50577,17301,108604,22842,27476,40038,50271,66802,20562,30486,92192,50985
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units...75.000.or.more..20.to.29.percent",45043,11162,26866,31454,65993,20738,18642,47599,37301,12933,26143,56522,23755,14469,39369,35375,35613,29351,20270,64734,13378,73797,37299,32694,28004,40496,41940,22207,10200,59614,21118,22537,22485,28949,31168,12948,17018,48314,37964
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units...75.000.or.more..30.percent.or.more",56045,14544,35276,34799,78469,9958,11176,25507,23591,3983,6530,24099,6832,5482,41699,25652,28231,23266,14544,70639,12334,76482,37935,17508,13942,18937,12029,7821,5534,40638,17374,16528,7952,15038,14029,7542,10200,35117,28719
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Owner.occupied.housing.units..Zero.or.negative.income",1218,482,743,851,1898,230,806,1157,567,315,451,1580,363,242,932,788,804,497,187,1240,305,2060,754,533,384,805,798,713,84,1175,398,230,350,481,979,222,197,729,1142
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Renter.occupied.housing.units.",112280,37007,99609,88853,243348,17229,145438,80099,51794,19120,59044,122416,32865,13480,108622,91579,56147,41832,23245,79467,28257,92196,129042,49460,41393,79034,78318,32211,48724,107320,18308,31507,33670,47573,104016,19343,25828,108362,107859
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Renter.occupied.housing.units..Less.than..20.000.",21491,6188,11820,15282,36328,1738,37546,13213,11896,2697,9548,30208,7421,3494,18223,15544,13130,5914,3121,16226,6412,17001,26453,10473,7713,15405,11575,4732,4823,11064,1687,3077,7258,6640,19534,2804,2999,14853,15452
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Renter.occupied.housing.units..Less.than..20.000..Less.than.20.percent",546,222,76,397,468,20,1884,334,459,71,157,844,272,55,528,472,415,200,63,295,289,453,431,218,200,443,87,72,71,386,9,90,108,244,454,196,190,387,406
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Renter.occupied.housing.units..Less.than..20.000..20.to.29.percent",1832,377,654,1554,3077,18,4123,820,1233,136,595,2596,573,386,1505,1507,1537,642,260,1971,572,1260,2546,713,712,1253,245,147,405,1195,98,178,584,885,1498,303,153,1282,937
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Renter.occupied.housing.units..Less.than..20.000..30.percent.or.more",19113,5589,11090,13331,32783,1700,31539,12059,10204,2490,8796,26768,6576,3053,16190,13565,11178,5072,2798,13960,5551,15288,23476,9542,6801,13709,11243,4513,4347,9483,1580,2809,6566,5511,17582,2305,2656,13184,14109
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Renter.occupied.housing.units...20.000.to..34.999.",19505,5528,12583,14751,32462,2774,22188,15968,9996,3817,13076,25977,6718,2239,16113,13568,10487,5689,3672,11048,5135,13614,22514,9993,6776,14259,15222,5867,4609,11618,2216,4509,7690,7201,18957,3303,3216,14494,17815
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Renter.occupied.housing.units...20.000.to..34.999..Less.than.20.percent",429,61,304,491,993,20,1907,328,231,137,247,1200,241,76,500,467,432,166,78,510,376,238,729,214,315,472,137,201,111,300,11,23,172,271,429,114,123,312,229
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Renter.occupied.housing.units...20.000.to..34.999..20.to.29.percent",1348,326,572,1246,2130,202,3379,1323,1534,1003,3834,6345,1258,342,1027,844,734,234,252,897,419,664,2204,1458,1217,2217,2355,850,257,799,97,315,1893,536,1900,554,198,816,867
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Renter.occupied.housing.units...20.000.to..34.999..30.percent.or.more",17728,5141,11707,13014,29339,2552,16902,14317,8231,2677,8995,18432,5219,1821,14586,12257,9321,5289,3342,9641,4340,12712,19581,8321,5244,11570,12730,4816,4241,10519,2108,4171,5625,6394,16628,2635,2895,13366,16719
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Renter.occupied.housing.units...35.000.to..49.999.",16960,4627,13232,12956,29860,2881,19899,13245,9128,3665,11217,18938,5975,2041,14720,12235,8190,6188,3673,10268,3730,13565,18285,8620,6354,12844,15406,5469,4741,14552,2372,5769,6022,7208,20554,3385,3342,16571,20801
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Renter.occupied.housing.units...35.000.to..49.999..Less.than.20.percent",779,172,405,751,1316,166,2858,601,1123,547,2276,3690,747,157,421,680,423,393,87,720,340,465,1431,709,613,1174,1219,460,107,772,18,73,927,281,1246,183,127,557,715
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Renter.occupied.housing.units...35.000.to..49.999..20.to.29.percent",4168,700,2700,2468,6405,1267,7334,6968,4490,2254,5992,9063,3466,870,3927,3469,2648,1479,772,1432,722,1911,4920,3937,2600,6196,8475,2147,1022,2295,271,1453,3623,1767,8548,1244,591,2636,7240
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Renter.occupied.housing.units...35.000.to..49.999..30.percent.or.more",12013,3755,10127,9737,22139,1448,9707,5676,3515,864,2949,6185,1762,1014,10372,8086,5119,4316,2814,8116,2668,11189,11934,3974,3141,5474,5712,2862,3612,11485,2083,4243,1472,5160,10760,1958,2624,13378,12846
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Renter.occupied.housing.units...50.000.to..74.999.",20354,5920,19597,17465,40968,3710,23397,16798,9091,3801,13056,20647,6650,2517,21817,18118,9556,8650,4122,13972,5303,17695,23258,8690,8135,15652,16880,5520,9384,21804,3973,7299,6545,10127,20064,3831,6894,22780,25502
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Renter.occupied.housing.units...50.000.to..74.999..Less.than.20.percent",2899,758,2509,2261,5940,1029,7716,5478,3395,2044,7123,10286,3117,870,4201,3684,1695,1470,703,2243,911,2038,4895,3017,2850,5513,6253,1900,1151,2093,361,1078,3498,1712,6431,1061,502,2269,5449
"2010","Tenure.by.Housing.Costs.As.A.Percentage.of.Household.Income..Renter.occupied.housing.units...50.000.to..74.999..20.to.29.percent",9702,2130,8523,7079,18471,1969,9463,8600,4116,1410,4814,7239,2924,1253,10948,10281,4808,5054,2004,5007,2456,6402,11302,4066,4037,7704,8433,2668,4406,9883,1778,3541,2519,4634,10618,2002,3654,10747,14134
